gene_id	transcript_id	scaffold	start	end	strand	product	pfam_ids	merops_ids	busco_ids	matched_families	matched_keywords	matched_pfam	evidence_strength	default_confidence	contamination_flag	notes
FUS_003466	FUS_003466-T1	scaffold_6	496832	498892	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003531	FUS_003531-T1	scaffold_6	720920	724968	-	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_003532	FUS_003532-T1	scaffold_6	730078	731768	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003554	FUS_003554-T1	scaffold_6	809391	811133	+	hypothetical protein	PF06609|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003580	FUS_003580-T1	scaffold_6	877059	878597	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003585	FUS_003585-T1	scaffold_6	894120	895205	-	hypothetical protein	PF00106|PF23441|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_003620	FUS_003620-T1	scaffold_6	1004605	1006948	+	hypothetical protein	PF00005|PF12848		EOG09260OM6	ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_003673	FUS_003673-T1	scaffold_6	1153431	1154294	+	hypothetical protein	PF02798|PF13417|PF00043|PF13409			GST		PF02798|PF00043	pfam_only	Medium	no	GST: Core conjugation/detoxification family
FUS_003678	FUS_003678-T1	scaffold_6	1173296	1175021	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_003689	FUS_003689-T1	scaffold_6	1202217	1203767	+	hypothetical protein	PF01565			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_003731	FUS_003731-T1	scaffold_6	1332459	1333701	+	hypothetical protein	PF00355|PF00848			dioxygenase		PF00848	pfam_only	Low	YES	dioxygenase: HIGH contamination risk — check BLAST hit taxonomy and scaffold GC content
FUS_003732	FUS_003732-T1	scaffold_6	1334248	1336050	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003734	FUS_003734-T1	scaffold_6	1340883	1342835	+	hypothetical protein	PF00732|PF05199			alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_003752	FUS_003752-T1	scaffold_7	901	1834	-	hypothetical protein	PF00561|PF12697	MER0000437		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_003759	FUS_003759-T1	scaffold_7	22221	24271	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003766	FUS_003766-T1	scaffold_7	35297	36939	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_003774	FUS_003774-T1	scaffold_7	61402	63181	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003851	FUS_003851-T1	scaffold_7	342506	343686	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_003906	FUS_003906-T1	scaffold_7	508209	509282	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_003962	FUS_003962-T1	scaffold_7	698262	699699	-	hypothetical protein	PF05978|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003971	FUS_003971-T1	scaffold_7	724200	725989	-	hypothetical protein	PF01565|PF02913			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_004014	FUS_004014-T1	scaffold_7	843972	846348	+	catalase	PF00199|PF18011|PF06628			catalase	catalase	PF00199	keyword_plus_pfam	Low	no	catalase: General stress response — expected in any fungal genome
FUS_004024	FUS_004024-T1	scaffold_7	884083	888266	-	aminophospholipid translocase	PF00122|PF16209|PF16212|PF13246			lignin_peroxidase	lip		keyword_only	Medium	no	
FUS_004025	FUS_004025-T1	scaffold_7	890201	891223	-	hypothetical protein	PF12146|PF00561|PF12697	MER0017177		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_004033	FUS_004033-T1	scaffold_7	913395	915093	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_004057	FUS_004057-T1	scaffold_7	994774	998901	+	GTPase-activating protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_004062	FUS_004062-T1	scaffold_7	1027426	1029315	+	MFS siderochrome iron transporter 1	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004063	FUS_004063-T1	scaffold_7	1031061	1032969	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004138	FUS_004138-T1	scaffold_7	1306395	1308794	-	hypothetical protein	PF00732|PF05199			alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_004141	FUS_004141-T1	scaffold_7	1314306	1315289	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004146	FUS_004146-T1	scaffold_8	7650	8515	+	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_004149	FUS_004149-T1	scaffold_8	12694	13717	+	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_004152	FUS_004152-T1	scaffold_8	22034	23827	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004166	FUS_004166-T1	scaffold_8	48843	50483	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_004171	FUS_004171-T1	scaffold_8	62044	63837	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004186	FUS_004186-T1	scaffold_8	107428	108708	-	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_004206	FUS_004206-T1	scaffold_8	158364	160016	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004213	FUS_004213-T1	scaffold_8	174367	175474	-	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_004219	FUS_004219-T1	scaffold_8	191745	192807	-	hypothetical protein	PF00106|PF08659|PF13561		EOG0926310O	SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_004227	FUS_004227-T1	scaffold_8	207878	209599	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004231	FUS_004231-T1	scaffold_8	215164	216812	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_004235	FUS_004235-T1	scaffold_8	226304	228799	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004236	FUS_004236-T1	scaffold_8	233832	235322	-	hypothetical protein	PF00561	MER0044357		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_004244	FUS_004244-T1	scaffold_8	273035	273637	-	hypothetical protein	PF00732			alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_004282	FUS_004282-T1	scaffold_8	403937	405899	-	hypothetical protein	PF06609|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004297	FUS_004297-T1	scaffold_8	445508	447337	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004315	FUS_004315-T1	scaffold_8	497168	498987	+	Sphingolipid C9-methyltransferase 2	PF02353|PF13489|PF08241|PF13649			lignin_peroxidase	lip		keyword_only	Medium	no	
FUS_004320	FUS_004320-T1	scaffold_8	510704	512713	-	hypothetical protein	PF00005|PF01061			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_004343	FUS_004343-T1	scaffold_8	577715	583021	+	hypothetical protein	PF00664|PF00005|PF24357			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_004387	FUS_004387-T1	scaffold_8	733234	736389	+	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_004472	FUS_004472-T1	scaffold_8	1011665	1013210	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004520	FUS_004520-T1	scaffold_8	1169660	1171513	+	Peptidyl-prolyl cis-trans isomerase cyp8	PF04564|PF00160			CYP_general	cyp		keyword_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_004544	FUS_004544-T1	scaffold_8	1238887	1240300	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_004552	FUS_004552-T1	scaffold_8	1261451	1262822	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004573	FUS_004573-T1	scaffold_9	88851	90411	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004583	FUS_004583-T1	scaffold_9	118712	120455	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004604	FUS_004604-T1	scaffold_9	202056	203623	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004606	FUS_004606-T1	scaffold_9	208522	212900	+	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_004635	FUS_004635-T1	scaffold_9	306660	308375	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004645	FUS_004645-T1	scaffold_9	341772	343462	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004646	FUS_004646-T1	scaffold_9	345323	347273	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004659	FUS_004659-T1	scaffold_9	368792	370566	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004730	FUS_004730-T1	scaffold_9	586956	588709	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004735	FUS_004735-T1	scaffold_9	608153	609907	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004739	FUS_004739-T1	scaffold_9	624596	625715	+	hypothetical protein	PF13409|PF00043|PF13410			GST		PF00043	pfam_only	Medium	no	GST: Core conjugation/detoxification family
FUS_004748	FUS_004748-T1	scaffold_9	648998	650283	+	hypothetical protein	PF13602|PF00107|PF08240|PF16912			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_004749	FUS_004749-T1	scaffold_9	654364	656059	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004753	FUS_004753-T1	scaffold_9	663642	665226	-	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_004759	FUS_004759-T1	scaffold_9	682239	683305	+	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_004763	FUS_004763-T1	scaffold_9	691156	692076	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_004764	FUS_004764-T1	scaffold_9	692737	694312	-	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_004770	FUS_004770-T1	scaffold_9	718111	718845	+	Superoxide dismutase [Mn], mitochondrial	PF00081|PF02777			SOD	superoxide dismutase	PF00081	keyword_plus_pfam	Low	no	
FUS_004782	FUS_004782-T1	scaffold_9	766806	768790	-	hypothetical protein	PF00884			aryl_sulfatase		PF00884	pfam_only	Medium	no	aryl_sulfatase: Han et al. 2026 — 6-hydroxybenzo[a]pyrene sulfate metabolite
FUS_004791	FUS_004791-T1	scaffold_9	799761	801271	+	Peptidyl-prolyl cis-trans isomerase cyp6	PF00076|PF00160			CYP_general	cyp		keyword_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_004800	FUS_004800-T1	scaffold_9	824455	826043	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004803	FUS_004803-T1	scaffold_9	834769	836705	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004817	FUS_004817-T1	scaffold_9	878385	879998	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004838	FUS_004838-T1	scaffold_9	941560	942249	-	hypothetical protein	PF13410|PF13409|PF00043|PF02798|PF13417			GST		PF00043|PF02798	pfam_only	Medium	no	GST: Core conjugation/detoxification family
FUS_004845	FUS_004845-T1	scaffold_9	958920	963489	+	ABC transporter Abc3, unknown specificity	PF14510|PF00005|PF01061|PF06422			ABC_transporter	abc transporter	PF00005	keyword_plus_pfam	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_004846	FUS_004846-T1	scaffold_9	967890	969294	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004851	FUS_004851-T1	scaffold_9	985292	986218	-	hypothetical protein	PF00106			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_004863	FUS_004863-T1	scaffold_9	1025252	1025801	+	monothiol glutaredoxin grx5	PF00462			thioredoxin_glutaredoxin	glutaredoxin		keyword_only	Low	no	
FUS_004901	FUS_004901-T1	scaffold_9	1114839	1115657	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_004910	FUS_004910-T1	scaffold_9	1140583	1141265	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_004911	FUS_004911-T1	scaffold_9	1143233	1144798	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004915	FUS_004915-T1	scaffold_9	1153257	1154886	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004924	FUS_004924-T1	scaffold_9	1189801	1191438	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004929	FUS_004929-T1	scaffold_9	1210372	1212060	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004932	FUS_004932-T1	scaffold_9	1218053	1219861	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004940	FUS_004940-T1	scaffold_9	1243480	1244487	+	hypothetical protein	PF13410|PF13409|PF00043|PF02798|PF14497|PF13417			GST		PF00043|PF02798	pfam_only	Medium	no	GST: Core conjugation/detoxification family
FUS_004943	FUS_004943-T1	scaffold_10	6570	8341	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004951	FUS_004951-T1	scaffold_10	29688	31482	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004953	FUS_004953-T1	scaffold_10	33586	34673	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_004961	FUS_004961-T1	scaffold_10	51912	53007	-	hypothetical protein	PF00561|PF12697	MER0031617		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_004968	FUS_004968-T1	scaffold_10	65219	66982	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_004972	FUS_004972-T1	scaffold_10	73048	74670	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_004975	FUS_004975-T1	scaffold_10	78964	80151	-	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_004976	FUS_004976-T1	scaffold_10	80748	85216	-	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_004999	FUS_004999-T1	scaffold_10	145836	147493	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005003	FUS_005003-T1	scaffold_10	160426	161493	-	hypothetical protein	PF00107|PF16884|PF13602			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_005006	FUS_005006-T1	scaffold_10	168697	170364	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005009	FUS_005009-T1	scaffold_10	175535	176546	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005010	FUS_005010-T1	scaffold_10	176967	177888	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005016	FUS_005016-T1	scaffold_10	190767	192261	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005017	FUS_005017-T1	scaffold_10	194103	195864	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005021	FUS_005021-T1	scaffold_10	202205	203978	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005022	FUS_005022-T1	scaffold_10	204762	206147	-	hypothetical protein	PF01565			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_005024	FUS_005024-T1	scaffold_10	208625	209464	+	hypothetical protein	PF12146|PF00561|PF12697	MER0014065		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_005027	FUS_005027-T1	scaffold_10	212816	213837	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_005028	FUS_005028-T1	scaffold_10	214191	216023	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_005033	FUS_005033-T1	scaffold_10	224890	226632	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_005035	FUS_005035-T1	scaffold_10	228860	230455	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_005040	FUS_005040-T1	scaffold_10	242365	244059	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_005041	FUS_005041-T1	scaffold_10	244248	249062	-	hypothetical protein	PF00664|PF00005|PF24357			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_005042	FUS_005042-T1	scaffold_10	254303	255505	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005044	FUS_005044-T1	scaffold_10	258390	260247	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005046	FUS_005046-T1	scaffold_10	263361	265377	-	hypothetical protein	PF00394|PF07731|PF07732			laccase_MCO		PF00394|PF07731|PF07732	pfam_only	Medium	no	laccase_MCO: Upgrade to High if secretion signal present
FUS_005055	FUS_005055-T1	scaffold_10	284603	286186	+	hypothetical protein	PF05978|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005080	FUS_005080-T1	scaffold_10	356098	357651	+	hypothetical protein	PF00561|PF08386	MER0000440		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_005109	FUS_005109-T1	scaffold_10	435016	436155	+	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_005111	FUS_005111-T1	scaffold_10	439213	441197	+	hypothetical protein	PF06609|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005113	FUS_005113-T1	scaffold_10	445188	446835	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005124	FUS_005124-T1	scaffold_10	474564	476247	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005128	FUS_005128-T1	scaffold_10	486904	488584	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005129	FUS_005129-T1	scaffold_10	490076	492060	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005144	FUS_005144-T1	scaffold_10	524782	526482	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005146	FUS_005146-T1	scaffold_10	532121	532895	-	Superoxide dismutase [Mn], mitochondrial	PF00081|PF02777			SOD	superoxide dismutase	PF00081	keyword_plus_pfam	Low	no	
FUS_005162	FUS_005162-T1	scaffold_10	570768	572463	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005181	FUS_005181-T1	scaffold_10	625856	627415	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_005185	FUS_005185-T1	scaffold_10	636555	637613	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_005193	FUS_005193-T1	scaffold_10	660315	664726	+	hypothetical protein	PF01490|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
